,Unnamed: 0,FIPS,Poverty Rate,Income,Unemployment Rate,Prescription Rate,Death Rate
191,191,19163,11.3,59461,3.6,64.3,9.85
192,192,20045,15.9,56007,3.2,59.1,8.28
193,193,20091,5.3,83516,3.0,59.1,3.89
194,194,20173,14.2,54176,4.3,93.1,6.81
195,195,20177,11.7,56810,3.7,90.9,6.17
196,196,21005,10.4,53113,4.1,78.2,44.36
197,197,21015,7.1,78163,3.9,80.3,29.07
198,198,21019,20.1,40752,7.2,78.6,54.19
199,199,21029,9.2,62550,4.2,63.1,37.39
200,200,21037,10.9,61384,3.8,76.8,67.04
201,201,21043,28.2,37186,9.9,65.5,44.21
202,202,21049,14.1,53784,4.7,90.5,30.52
203,203,21067,16.5,56192,3.7,55.6,34.17
204,204,21071,32.2,32841,8.4,215.9,27.57
205,205,21073,13.7,53198,4.1,81.9,41.6
206,206,21081,13.9,51849,4.9,100.6,40.03
207,207,21089,16.0,46699,7.7,60.0,28.15
208,208,21093,12.8,52673,4.6,80.9,13.88
209,209,21111,14.1,54977,4.4,76.5,32.81
210,210,21113,14.7,57015,3.8,78.9,54.33
211,211,21117,12.0,59594,4.0,66.4,62.27
212,212,21121,32.2,28586,7.6,82.1,35.23
213,213,21151,17.0,50783,4.3,74.9,41.65
214,214,21161,18.0,45608,6.2,95.0,58.23
215,215,21173,17.7,43890,6.7,130.7,39.39
216,216,21179,9.8,58960,4.4,85.2,30.67
217,217,21195,28.8,34076,7.8,191.4,16.98
218,218,21199,23.7,36295,5.7,83.4,15.52
219,219,21209,10.4,67234,3.7,70.9,21.87
220,220,21227,16.1,49966,4.1,83.5,7.76
221,221,22017,25.8,37636,5.8,105.6,4.46
222,222,22033,18.9,54494,4.4,81.7,4.26
223,223,22051,17.1,51461,4.5,95.7,30.07
224,224,22055,17.4,52827,4.9,86.6,4.12
225,225,22063,11.4,61297,4.2,93.8,10.13
226,226,22071,26.1,37407,5.1,59.8,7.88
227,227,22079,19.9,42238,5.6,133.3,8.36
228,228,22103,11.1,67926,4.3,92.0,23.8
229,229,22117,23.1,37792,5.8,125.8,57.9
230,230,23001,12.4,48446,3.2,58.9,16.72
231,231,23005,8.1,70661,2.6,44.3,27.35
232,232,23011,12.4,52265,3.3,83.9,40.22
233,233,23019,14.3,49836,3.8,60.0,32.25
234,234,23025,15.9,42426,5.0,61.9,33.58
235,235,23029,21.1,37943,5.1,58.5,44.31
236,236,23031,7.8,66025,3.0,52.9,37.22
237,237,24001,17.0,42564,5.9,109.9,13.96
238,238,24003,6.1,96133,3.6,61.4,10.82
239,239,24005,8.3,73309,4.4,63.5,10.57
240,240,24013,5.0,92890,3.5,64.5,12.52
241,241,24015,9.7,72259,4.9,64.1,16.55
242,242,24017,7.5,94478,4.1,71.3,10.64
243,243,24021,6.7,91727,3.7,61.4,7.54
244,244,24025,7.1,80922,4.0,64.6,9.12
245,245,24027,5.9,111576,3.2,31.5,3.43
246,246,24031,7.0,102944,3.4,29.9,3.4
247,247,24033,8.6,80858,4.3,34.2,5.26
248,248,24037,8.5,82433,4.1,56.9,8.88
249,249,24043,13.3,59828,4.8,100.2,13.28
250,250,24045,15.0,52341,5.9,66.3,12.63
251,251,24510,22.1,46762,6.3,48.5,19.46
252,252,25001,7.6,70576,4.7,50.9,30.45
253,253,25003,10.6,56063,4.4,51.8,21.38
254,254,25005,11.1,67085,4.8,62.1,42.57
255,255,25009,10.2,75309,3.8,39.4,36.3
256,256,25013,17.1,51850,5.1,57.7,23.2
257,257,25015,10.2,67774,3.5,48.8,16.68
258,258,25017,8.0,97851,3.1,28.8,19.96
259,259,25021,6.7,100710,3.4,35.6,22.28
260,260,25023,7.3,86026,4.0,45.6,36.69
261,261,25025,17.9,65999,3.4,26.8,29.7
262,262,25027,10.4,70222,3.9,43.9,28.45
263,263,26021,17.3,48924,4.8,84.4,13.61
264,264,26025,19.1,46113,4.9,101.4,31.31
265,265,26045,8.7,64318,4.1,85.7,11.92
266,266,26049,18.3,46457,5.6,102.0,31.42
267,267,26055,9.3,59674,4.2,96.2,19.61
268,268,26065,19.8,51186,4.3,63.7,21.37
269,269,26077,14.0,56199,4.0,63.3,15.21
270,270,26081,10.4,61146,3.4,67.7,15.57
271,271,26087,8.7,57621,5.5,68.0,13.61
272,272,26091,10.4,56416,4.7,81.7,10.14
273,273,26093,5.3,82076,3.4,52.8,20.04
274,274,26099,11.2,60475,4.4,86.3,34.2
275,275,26115,11.7,61121,4.7,78.4,31.41
276,276,26117,14.9,46664,4.9,103.2,17.31
277,277,26121,15.2,48885,5.3,111.4,17.85
278,278,26125,7.8,77558,3.5,64.0,4.24
279,279,26139,8.2,68816,3.2,52.8,13.97
280,280,26147,12.4,56671,5.1,87.7,27.61
281,281,26155,11.1,53055,5.1,84.8,27.76
282,282,26159,12.8,52114,5.6,94.1,23.89
283,283,26161,12.9,70509,3.5,38.4,16.59
284,284,26163,22.6,45182,5.6,77.4,36.1
285,285,27003,5.4,79097,3.3,44.9,8.82
286,286,27037,5.8,81004,3.0,43.0,6.4
287,287,27053,10.5,74568,3.0,33.5,11.74
288,288,27123,14.0,61924,3.2,36.0,7.85
289,289,27137,14.5,53013,4.6,54.4,11.5
290,290,27163,4.2,92582,3.0,47.8,5.85
291,291,28033,8.7,66125,3.8,90.7,16.22
292,292,28047,19.7,46709,4.9,108.2,14.63
293,293,28049,20.2,44076,4.8,62.2,7.52
294,294,28059,14.5,49699,5.9,86.4,8.44
295,295,28109,17.2,47757,5.3,113.5,25.33
296,296,28121,9.3,65504,3.6,92.6,7.23
297,297,29019,15.1,52179,2.6,40.9,8.98
298,298,29043,9.9,58931,3.1,65.7,11.71
299,299,29047,7.4,67666,3.6,78.0,6.18
300,300,29071,10.4,55937,3.6,88.1,21.29
301,301,29077,16.2,45608,3.1,97.7,18.63
302,302,29095,13.8,52585,4.4,68.6,7.87
303,303,29099,10.7,62334,3.6,72.8,32.17
304,304,29113,9.8,67986,3.6,66.5,21.36
305,305,29161,18.4,41330,3.7,80.8,22.35
306,306,29183,5.3,81827,2.9,67.2,19.72
307,307,29189,10.0,64926,3.4,63.4,24.48
308,308,29510,21.4,40876,4.4,47.9,61.56
309,309,31055,11.4,61706,3.1,57.8,5.34
310,310,32003,14.0,57217,5.3,70.6,12.66
311,311,32019,10.8,54588,5.9,83.3,22.17
312,312,32031,11.1,61506,4.2,73.2,15.85
313,313,32510,11.0,55228,5.1,115.8,23.75
314,314,33001,8.3,63902,2.7,57.1,37.84
315,315,33003,9.3,58005,2.7,65.1,33.29
316,316,33005,9.4,60844,2.6,53.4,28.96
317,317,33007,11.7,43836,3.5,58.0,34.77
318,318,33009,9.4,63322,2.2,55.3,19.02
319,319,33011,7.9,78171,2.9,44.0,39.05
320,320,33013,7.3,70408,2.4,60.0,22.12
321,321,33015,5.1,89049,2.9,52.9,27.74
322,322,33017,9.4,68864,2.4,64.8,36.54
323,323,34001,14.4,59309,7.2,63.8,45.2
324,324,34003,6.6,93805,3.9,36.0,12.86
325,325,34005,6.5,86777,4.1,58.7,27.2
326,326,34007,11.7,65817,5.1,71.3,2.74
327,327,34009,10.4,64450,9.2,74.9,48.1
328,328,34011,18.4,51786,7.0,77.9,46.55
329,329,34013,15.7,60284,5.7,33.0,30.56
330,330,34015,6.7,84639,4.7,67.8,5.48
331,331,34017,14.1,65673,4.4,31.4,16.63
332,332,34019,3.9,113083,3.5,34.8,16.79
333,333,34021,11.4,78161,4.1,45.3,20.55
334,334,34023,8.5,85187,4.1,36.5,23.73
335,335,34025,7.3,97627,4.1,45.6,26.18
336,336,34027,4.9,114269,3.6,34.8,18.81
337,337,34029,10.2,70493,4.8,55.3,30.77
338,338,34031,16.5,63127,5.7,37.9,18.92
339,339,34035,5.3,111838,3.8,30.9,16.99
340,340,34037,5.3,89744,4.4,48.9,23.29
341,341,34039,9.3,76830,4.8,34.0,18.8
342,342,34041,7.4,79633,4.2,58.3,34.64
343,343,35001,14.6,51091,5.2,59.6,17.44
344,344,35013,26.3,38562,6.5,41.5,10.21
345,345,35015,16.9,52932,5.0,76.9,21.05
346,346,35039,28.9,36977,6.1,75.1,66.4
347,347,35043,15.3,56937,5.9,48.4,13.33
348,348,35045,23.1,46977,7.2,53.5,8.67
349,349,35049,12.2,58639,4.9,72.9,20.17
350,350,35061,17.5,46155,6.3,70.7,21.07
351,351,36001,11.3,65659,4.2,42.1,6.78
352,352,36005,27.9,37377,6.3,26.4,19.3
353,353,36007,17.5,47910,5.6,63.2,25.82
354,354,36011,12.6,55460,5.0,46.4,24.48
355,355,36013,17.7,45840,6.0,61.6,23.25
356,356,36015,15.3,50562,5.5,72.8,14.03
357,357,36019,13.7,56436,5.3,74.2,13.58
358,358,36021,10.5,60629,3.8,58.4,24.75
359,359,36023,15.7,52038,5.8,58.2,25.11
360,360,36027,10.1,76955,4.3,49.7,26.73
361,361,36029,14.5,55581,5.1,59.1,26.26
362,362,36037,10.8,55522,4.8,49.6,18.98
363,363,36045,15.1,47436,6.5,54.9,13.14
364,364,36047,19.8,56548,4.7,20.4,10.95
365,365,36049,12.5,51857,6.6,36.4,45.2
366,366,36055,14.6,57660,4.9,42.7,23.81
367,367,36059,6.2,107465,4.1,36.0,13.95
368,368,36061,16.3,84133,4.1,33.8,11.59
369,369,36063,12.4,54317,6.2,65.9,18.93
370,370,36065,16.1,53234,5.0,54.1,20.75
371,371,36067,13.7,57641,4.7,50.6,16.97
372,372,36069,9.3,65271,4.5,45.2,15.47
373,373,36071,10.9,77606,4.5,51.9,19.88
374,374,36075,16.3,52732,6.5,54.0,14.35
375,375,36079,5.4,98765,4.2,38.9,23.16
376,376,36081,12.2,64046,4.0,20.6,9.41
377,377,36085,11.9,78466,4.7,39.3,20.86
378,378,36087,13.3,87873,4.3,31.0,8.82
379,379,36101,12.8,50807,5.7,61.3,12.46
380,380,36103,7.0,94108,4.5,45.4,28.27
381,381,36105,14.9,52504,4.9,66.5,34.44
382,382,36109,18.6,56539,4.3,48.5,15.27
383,383,36111,13.7,62531,4.5,59.0,23.97
384,384,36119,8.5,90483,4.5,30.9,12.04
385,385,37001,14.4,47914,4.2,74.3,20.94
386,386,37013,22.0,43497,5.0,131.3,36.1
387,387,37019,11.9,56227,5.6,96.2,33.61
388,388,37021,11.5,50271,3.4,71.3,34.94
389,389,37023,16.6,42179,4.2,125.3,23.52
390,390,37025,11.1,62167,4.1,83.2,29.97
391,391,37027,16.3,44798,4.4,119.1,15.86
392,392,37031,13.3,53192,4.4,86.6,21.78
393,393,37035,12.5,53348,4.1,114.6,22.16
394,394,37047,23.1,37639,5.4,139.8,21.45
395,395,37049,16.3,51390,4.6,98.0,34.12
396,396,37051,18.6,44065,5.7,76.0,24.36
397,397,37055,9.4,57316,5.9,95.7,30.47
398,398,37057,15.2,47595,4.3,67.8,28.4
399,399,37063,15.7,60045,4.0,41.6,11.87
400,400,37067,16.6,50803,4.3,65.2,19.4
401,401,37071,15.1,50016,4.6,101.8,22.25
402,402,37077,12.6,53142,3.8,62.3,18.47
403,403,37081,14.5,52284,4.7,65.5,18.22
404,404,37085,16.4,51406,5.1,71.3,22.6
405,405,37087,14.5,47872,4.0,92.6,26.19
406,406,37089,10.7,51314,3.8,72.5,20.74
407,407,37097,11.3,56559,4.2,90.3,15.94
408,408,37101,15.1,58647,4.1,60.6,15.76
409,409,37105,14.8,53297,5.1,114.2,29.79
410,410,37107,24.7,39411,4.4,81.7,21.1
411,411,37111,16.2,42853,4.0,77.5,24.36
412,412,37119,11.4,65750,4.3,47.4,15.6
413,413,37125,10.7,62781,4.4,102.8,10.28
414,414,37129,15.5,53692,4.1,86.0,31.25
415,415,37133,13.5,49634,5.2,65.6,14.44
416,416,37141,12.6,52187,4.6,48.6,22.97
417,417,37147,21.7,46229,4.8,72.2,22.9
418,418,37151,15.8,44207,4.3,62.5,33.5
419,419,37155,29.0,33714,6.5,114.2,12.07
420,420,37157,16.3,46247,5.1,120.6,19.79
421,421,37159,15.3,47541,4.7,72.8,43.37
422,422,37161,16.1,40758,6.0,86.2,24.04
423,423,37167,12.4,49871,4.1,100.7,17.89
424,424,37169,14.1,48748,4.2,82.1,41.56
425,425,37171,16.1,43023,4.1,139.4,19.38
426,426,37179,9.1,77875,4.0,60.5,12.53
427,427,37181,23.4,39847,6.2,101.9,31.67
428,428,37183,8.9,77641,3.9,47.5,10.82
429,429,37191,20.3,44592,5.0,69.7,15.3
430,430,37193,18.5,42453,4.2,78.8,21.87
431,431,37195,18.1,44825,7.2,81.9,13.47
432,432,38017,8.6,64428,2.1,24.5,5.62
433,433,39001,18.6,41644,7.1,77.4,50.49
434,434,39003,15.2,51325,5.0,77.2,31.98
435,435,39007,19.3,45157,5.9,58.7,16.36
436,436,39013,11.1,52221,6.3,75.8,14.7
437,437,39015,16.9,48207,5.7,76.6,50.49
438,438,39017,10.7,64026,4.4,65.8,61.74
439,439,39021,11.0,54335,4.1,61.0,36.05
440,440,39023,15.4,47654,4.8,89.0,62.43
441,441,39025,8.7,66193,4.4,73.0,42.11
442,442,39027,13.0,50794,5.5,89.7,61.89
443,443,39029,15.1,43123,5.9,66.2,14.55
444,444,39033,15.5,45395,5.7,76.6,43.12
445,445,39035,18.1,46918,5.8,50.1,41.73
446,446,39037,9.2,53954,4.2,43.8,52.39
447,447,39041,4.8,107676,3.5,48.1,13.47
448,448,39043,12.4,54849,6.1,73.0,33.41
449,449,39045,9.0,67276,4.3,62.5,25.2
450,450,39047,15.6,46067,4.2,85.6,90.43
451,451,39049,16.0,59214,4.0,59.4,30.5
452,452,39053,19.0,43149,6.6,68.7,60.05
453,453,39055,6.4,82744,4.7,45.6,24.49
454,454,39057,9.8,68040,4.2,62.1,34.78
455,455,39061,16.2,55178,4.4,62.8,48.66
456,456,39063,9.7,54386,3.6,54.3,40.92
457,457,39071,16.8,43840,5.9,90.1,27.93
458,458,39077,14.8,48244,6.4,82.8,44.45
459,459,39081,17.6,43520,7.3,93.4,34.66
460,460,39083,10.7,52061,4.5,45.5,16.32
461,461,39085,8.7,60521,5.1,61.4,36.94
462,462,39087,19.5,43108,5.9,73.3,49.79
463,463,39089,8.9,62658,4.2,56.7,14.99
464,464,39091,11.1,54782,4.1,72.1,33.09
465,465,39093,13.5,55443,6.1,59.6,37.35
466,466,39095,17.9,47562,5.9,85.5,30.63
467,467,39097,9.6,69937,3.9,63.2,34.06
468,468,39099,18.4,43904,6.8,77.6,43.52
469,469,39101,16.5,46450,5.0,92.0,43.1
470,470,39103,6.0,72926,4.7,50.1,20.18
471,471,39109,9.0,60800,4.2,60.2,39.0
472,472,39113,15.9,48039,4.9,77.3,88.23
473,473,39119,14.8,44884,5.6,85.0,15.09
474,474,39131,20.0,43499,6.9,93.6,49.52
475,475,39133,11.8,59490,5.0,50.6,19.72
476,476,39135,9.9,52300,4.4,57.1,60.8
477,477,39139,13.4,47141,5.4,59.4,38.15
478,478,39141,16.3,50387,5.1,76.8,31.04
479,479,39143,11.1,53058,4.7,60.7,25.34
480,480,39145,21.4,41843,7.0,90.5,40.83
481,481,39147,13.6,47805,4.7,61.2,28.96
482,482,39149,8.1,60148,4.1,60.0,45.12
483,483,39151,14.3,51214,5.2,76.7,23.62
484,484,39153,12.9,55531,5.0,61.8,34.92
485,485,39155,15.4,46340,7.2,80.4,58.39
486,486,39157,12.8,51408,5.0,64.5,21.67
487,487,39159,5.2,86609,3.7,57.6,17.62
488,488,39165,4.7,85532,4.1,54.9,35.39
489,489,39167,14.6,46417,6.2,102.7,16.55
490,490,39169,12.9,56172,3.9,47.8,14.65
491,491,39173,10.8,61774,4.4,43.2,10.73
492,492,40027,11.6,61364,3.5,74.7,6.08
493,493,40109,15.9,51389,4.0,96.5,8.38
494,494,40143,14.4,52579,4.3,113.2,12.22
495,495,40145,10.0,59466,4.4,58.9,15.26
496,496,41005,8.3,79404,3.7,64.4,5.82
497,497,41017,9.7,65506,4.2,74.7,6.42
498,498,41029,14.3,51364,4.7,92.9,5.06
499,499,41033,17.8,43492,5.4,105.5,18.53
500,500,41039,16.6,50711,4.4,88.1,11.74
501,501,41047,15.2,56148,4.3,58.9,7.03
502,502,41051,14.4,63587,3.6,43.2,13.0
503,503,41067,8.0,80845,3.5,44.3,5.09
504,504,42003,11.2,58547,4.7,57.6,54.86
505,505,42007,11.1,54739,5.5,61.1,30.1
506,506,42011,11.7,61022,4.6,49.1,20.58
507,507,42013,14.5,46072,4.8,88.8,13.77
508,508,42017,6.1,84784,4.2,56.5,17.19
509,509,42019,8.4,68709,4.6,57.0,42.76
510,510,42021,15.0,46007,6.0,83.9,16.53
511,511,42025,12.5,51395,5.5,58.7,15.66
512,512,42027,17.2,56366,3.7,40.7,6.15
513,513,42029,6.3,96803,3.6,43.5,12.13
514,514,42039,14.6,49044,5.5,69.1,19.73
515,515,42041,7.3,69222,3.8,55.8,14.0
516,516,42043,12.1,61229,4.5,52.3,9.79
517,517,42045,9.8,73637,4.5,57.5,27.27
518,518,42049,15.7,50419,5.7,63.9,33.51
519,519,42051,17.9,42892,6.9,107.0,28.9
520,520,42055,9.7,60077,4.4,59.0,12.97
521,521,42061,14.9,49655,6.0,49.9,26.38
522,522,42063,14.7,46084,5.8,61.4,17.66
523,523,42069,14.3,49082,5.1,97.3,31.32
524,524,42071,9.9,63402,3.8,45.4,8.66
525,525,42073,13.3,48666,6.0,76.9,53.98
526,526,42075,10.8,57389,4.1,48.1,7.87
527,527,42077,12.4,60706,5.0,39.3,11.46
528,528,42079,13.8,50982,5.9,70.8,11.34
529,529,42085,12.4,46851,5.4,91.1,17.9
530,530,42089,9.3,61296,5.8,65.3,13.69
531,531,42091,5.8,87338,3.8,50.7,17.67
532,532,42095,10.0,65872,4.9,54.5,28.02
533,533,42097,14.3,45352,5.6,82.4,23.91
