,Unnamed: 0,FIPS,Poverty Rate,Income,Unemployment Rate,Prescription Rate,Death Rate,Strata
1026,83,33013,8.8,64482.0,4.9,87.9,8.19,2.0
1771,828,9007,7.3,75335.0,6.7,74.0,11.48,2.0
2763,877,6023,20.9,40739.0,5.6,100.7,19.89,3.0
194,194,29183,5.1,68669.0,8.5,87.4,8.13,1.0
370,370,53015,16.0,45839.0,13.5,105.1,17.63,1.0
3894,122,47165,9.7,61134.0,3.9,90.9,11.66,5.0
392,392,1003,13.3,47618.0,10.0,143.8,5.49,1.0
2552,666,39147,17.5,45003.0,5.8,85.3,17.96,3.0
4389,617,36109,18.6,56539.0,4.3,48.5,15.27,5.0
2834,5,12095,15.6,50593.0,5.0,46.0,12.11,4.0
4149,377,17083,10.3,58928.0,4.9,109.9,54.69,5.0
264,264,39045,11.8,52290.0,8.7,102.6,7.56,1.0
4278,506,26087,8.7,57621.0,5.5,68.0,13.61,5.0
649,649,37081,17.9,42415.0,11.1,90.1,4.71,1.0
4566,794,45063,11.7,60329.0,3.6,82.1,12.73,5.0
4089,317,12031,15.1,52105.0,4.2,82.5,39.13,5.0
119,119,17097,7.6,76336.0,9.8,58.4,8.13,1.0
468,468,12031,16.6,46112.0,11.4,106.8,6.71,1.0
443,443,8031,21.3,45415.0,9.1,49.6,12.66,1.0
1359,416,13063,28.4,37594.0,12.0,54.5,7.15,2.0
3281,452,51760,24.4,40161.0,5.2,59.4,20.43,4.0
1766,823,8101,20.1,41352.0,9.8,130.0,19.2,2.0
1025,82,33011,8.4,66275.0,5.7,74.7,13.19,2.0
2656,770,48141,23.4,40081.0,6.4,39.6,3.96,3.0
897,897,12095,18.5,44635.0,9.8,62.7,9.92,1.0
1008,65,27037,7.0,70064.0,6.1,62.6,6.22,2.0
1969,83,36085,13.1,68621.0,9.0,51.7,12.91,3.0
1161,218,45063,14.5,50738.0,8.0,97.3,4.12,2.0
572,572,26081,16.3,47897.0,10.1,88.5,5.97,1.0
1178,235,47187,6.2,90207.0,5.9,70.8,6.89,2.0
1378,435,17097,9.4,74459.0,8.1,60.9,7.69,2.0
4400,628,37035,12.5,53348.0,4.1,114.6,22.16,5.0
3740,911,37179,9.0,72548.0,4.4,67.9,9.27,4.0
1543,600,37151,17.9,41815.0,9.9,83.9,9.12,2.0
3545,716,22063,12.6,58318.0,5.1,105.2,12.13,4.0
4127,355,13117,5.3,103083.0,3.7,47.0,10.09,5.0
4115,343,12127,15.2,46911.0,4.4,73.3,21.9,5.0
1427,484,24003,6.3,87083.0,6.0,81.9,2.18,2.0
1502,559,36005,30.8,32510.0,12.4,38.1,9.16,2.0
9,9,4013,15.1,53284.0,9.1,82.5,7.55,1.0
1897,11,26161,16.3,59965.0,5.8,57.4,11.57,3.0
3194,365,45019,14.9,56244.0,4.9,84.8,11.3,4.0
3829,57,42049,15.7,48820.0,6.5,79.5,22.81,5.0
169,169,26005,11.5,50487.0,12.9,49.3,8.99,1.0
4239,467,23011,12.4,52265.0,3.3,83.9,40.22,5.0
3134,305,39143,12.2,49994.0,4.8,74.5,18.43,4.0
535,535,21019,19.1,38029.0,10.2,187.2,38.35,1.0
4250,478,24021,6.7,91727.0,3.7,61.4,7.54,5.0
2819,933,12015,12.4,45495.0,6.0,77.8,6.93,3.0
3842,70,42095,9.3,65730.0,5.2,66.4,19.19,5.0
3901,129,48085,6.3,90382.0,3.5,56.2,4.79,5.0
1418,475,21195,23.6,33736.0,9.7,306.2,26.49,2.0
4466,694,39081,17.6,43520.0,7.3,93.4,34.66,5.0
101,101,13051,16.3,42431.0,8.6,100.6,4.2,1.0
3103,274,39015,14.9,47202.0,6.2,96.1,57.03,4.0
2658,772,48167,14.3,58333.0,5.6,92.4,5.73,3.0
792,792,54003,12.7,50923.0,8.6,114.9,16.32,1.0
2248,362,9009,13.0,60387.0,7.2,75.4,14.63,3.0
888,888,12057,17.6,46592.0,9.6,89.2,15.85,1.0
1013,70,28121,10.8,59890.0,6.4,112.4,7.65,2.0
755,755,48339,11.5,65483.0,7.5,81.2,6.14,1.0
3305,476,54047,34.5,26413.0,12.8,137.1,115.96,4.0
4670,898,53053,10.2,69027.0,5.3,57.2,11.41,5.0
3900,128,48039,9.9,74510.0,5.2,62.3,3.67,5.0
700,700,41043,18.1,43019.0,12.8,126.8,9.43,1.0
4010,238,1055,18.1,41791.0,4.6,130.5,26.28,5.0
136,136,19153,10.9,54948.0,6.1,88.9,9.4,1.0
2114,228,48355,18.2,48324.0,6.1,95.9,11.36,3.0
1857,914,21195,23.0,35071.0,11.9,267.7,20.51,2.0
3249,420,48423,16.0,49364.0,4.5,95.2,7.18,4.0
2490,604,37021,13.9,47296.0,4.7,95.6,9.18,3.0
2773,887,6061,8.6,76203.0,5.1,66.5,4.26,3.0
1428,485,24005,9.7,62413.0,7.4,87.3,3.43,2.0
1703,760,54109,22.0,32880.0,9.2,217.4,90.23,2.0
1177,234,47157,21.5,44051.0,9.5,91.9,5.13,2.0
3496,667,18011,7.0,80634.0,3.4,66.7,18.56,4.0
4323,551,33005,9.4,60844.0,2.6,53.4,28.96,5.0
2607,721,44001,8.0,68246.0,6.7,54.7,20.38,3.0
185,185,27037,6.1,69807.0,7.2,63.4,3.53,1.0
1541,598,37133,14.9,44263.0,8.0,94.1,9.28,2.0
1935,49,34025,7.8,83424.0,7.5,63.5,10.01,3.0
3076,247,37081,15.7,48283.0,5.9,84.0,9.08,4.0
967,24,21111,17.3,45407.0,9.5,130.8,9.91,2.0
2670,784,49005,14.2,51735.0,3.2,66.7,8.45,3.0
2989,160,29047,7.8,65106.0,4.5,94.7,9.76,4.0
3377,548,6087,13.4,75929.0,7.0,57.0,11.29,4.0
3321,492,55079,20.3,45905.0,5.7,84.7,22.87,4.0
2952,123,25011,11.8,57325.0,4.4,57.2,24.08,4.0
18,18,5131,17.6,39088.0,7.6,203.3,7.99,1.0
4293,521,27037,5.8,81004.0,3.0,43.0,6.4,5.0
1668,725,51185,21.4,34760.0,8.3,215.0,29.37,2.0
2723,837,54099,20.0,37242.0,6.9,82.5,43.77,3.0
575,575,26121,21.0,39075.0,14.5,146.9,15.68,1.0
2253,367,10003,12.3,64632.0,5.5,81.2,10.67,3.0
4325,553,33009,9.4,63322.0,2.2,55.3,19.02,5.0
1545,602,37157,19.1,37577.0,11.3,166.3,10.79,2.0
19,19,6001,10.8,68258.0,10.3,43.9,1.67,1.0
4065,293,8069,11.0,69443.0,2.3,52.7,7.56,5.0
3727,898,37125,11.4,54545.0,5.0,127.3,14.62,4.0
3471,642,16001,10.8,61571.0,3.3,72.0,6.76,4.0
2606,720,42133,10.2,58471.0,5.4,72.3,11.12,3.0
789,789,53067,10.7,60672.0,9.0,79.3,6.74,1.0
4327,555,33013,7.3,70408.0,2.4,60.0,22.12,5.0
911,911,13045,19.5,43237.0,11.4,137.9,12.59,1.0
3294,465,53077,19.1,46891.0,8.1,72.4,5.22,4.0
3917,145,49007,15.2,49743.0,5.9,176.0,49.02,5.0
1131,188,41007,18.6,43544.0,9.4,187.2,29.61,2.0
0,0,1003,13.3,48637.0,9.8,143.9,5.57,1.0
865,865,8059,9.0,64412.0,8.0,85.1,8.71,1.0
3790,18,39145,22.1,39245.0,7.7,105.5,27.6,5.0
1092,149,37191,21.9,39089.0,9.0,76.2,8.89,2.0
3107,278,39027,13.6,47055.0,6.2,109.1,47.71,4.0
1553,610,39023,19.9,40783.0,7.8,117.1,22.59,2.0
4116,344,13015,13.2,55067.0,4.6,97.9,15.23,5.0
1632,689,47145,16.6,41499.0,8.6,208.9,26.18,2.0
1081,138,37119,17.1,52111.0,9.9,65.9,5.08,2.0
2549,663,39139,15.9,41948.0,6.6,87.9,21.32,3.0
998,55,26081,14.7,50651.0,8.2,88.9,6.57,2.0
2850,21,13063,23.3,41731.0,7.6,47.8,6.57,4.0
4439,667,38017,8.6,64428.0,2.1,24.5,5.62,5.0
3311,482,54081,19.9,38564.0,7.4,144.6,59.35,4.0
1480,537,34001,14.2,50881.0,12.7,85.7,9.08,2.0
844,844,6071,19.4,51017.0,12.9,55.1,2.95,1.0
3088,259,37151,16.4,43216.0,5.7,76.1,19.61,4.0
1261,318,55139,12.4,49279.0,7.0,82.8,11.33,2.0
2294,408,13097,14.2,54581.0,7.4,101.7,12.25,3.0
2006,120,39023,18.2,44029.0,7.5,114.6,19.83,3.0
1041,98,34039,10.7,65178.0,9.5,51.2,4.26,2.0
3094,265,37167,17.1,44878.0,5.3,128.3,18.12,4.0
3951,179,51770,22.3,38238.0,4.3,102.1,10.03,5.0
2001,115,37193,23.1,35895.0,8.9,105.4,27.53,3.0
2812,926,10003,12.1,66179.0,4.7,78.3,12.03,3.0
4704,932,55059,11.4,61312.0,3.9,53.4,24.33,5.0
4154,382,17099,14.3,56854.0,5.7,76.6,28.16,5.0
3656,827,34031,17.2,61517.0,6.2,45.9,14.96,4.0
1970,84,36087,14.8,80132.0,6.3,37.9,7.79,3.0
3831,59,42055,9.1,59474.0,5.1,73.2,16.9,5.0
358,358,51153,6.0,88823.0,5.4,45.9,5.66,1.0
138,138,20091,6.8,72006.0,6.5,77.2,5.01,1.0
777,777,51760,25.3,39214.0,9.5,68.9,6.37,1.0
4013,241,1097,19.7,45615.0,5.2,118.4,3.38,5.0
4028,256,5119,15.0,52361.0,3.4,98.3,7.36,5.0
1050,107,36029,15.3,47505.0,8.0,83.3,6.97,2.0
2857,28,13117,6.3,97886.0,4.5,52.9,12.24,4.0
982,39,24025,8.3,77095.0,7.2,89.5,4.46,2.0
1382,439,17119,13.0,51736.0,8.8,123.8,17.92,2.0
92,92,12101,13.2,40289.0,11.9,115.8,9.51,1.0
3681,852,36061,17.2,77214.0,4.6,39.3,11.86,4.0
3750,921,39015,16.7,51504.0,5.8,86.6,31.99,4.0
2058,172,42071,10.5,56766.0,6.0,66.4,3.4,3.0
781,781,53011,12.7,55144.0,12.9,72.1,6.82,1.0
2604,718,42125,10.7,55796.0,5.8,83.6,13.93,3.0
1861,918,22103,11.0,61655.0,5.7,127.3,21.46,2.0
4256,484,24043,13.3,59828.0,4.8,100.2,13.28,5.0
4047,275,6075,10.1,109601.0,2.9,27.1,11.08,5.0
2302,416,13245,26.0,36012.0,8.7,102.0,7.45,3.0
4594,822,47179,14.9,43194.0,3.8,94.5,17.21,5.0
2963,134,26049,20.5,44181.0,6.1,127.1,10.71,4.0
2764,878,6025,24.3,39925.0,24.5,53.7,11.1,3.0
2874,45,17043,7.1,81616.0,4.8,48.5,8.14,4.0
3855,83,44009,9.8,77000.0,4.7,63.2,15.84,5.0
4008,236,1043,13.8,45925.0,3.8,141.1,13.29,5.0
2234,348,8001,12.9,59316.0,5.7,60.6,13.11,3.0
1787,844,12053,15.6,39280.0,9.0,107.2,8.03,2.0
1873,930,25001,9.6,60685.0,8.4,82.4,18.14,2.0
2010,124,39045,11.8,56697.0,6.7,87.9,9.4,3.0
2904,75,18177,18.0,41849.0,5.3,114.4,31.34,4.0
796,796,54033,17.3,40441.0,7.6,155.3,21.71,1.0
4642,870,51107,3.0,136191.0,3.0,31.1,6.28,5.0
2179,293,55059,15.8,51929.0,7.6,79.7,19.67,3.0
4636,864,51061,5.7,96835.0,3.3,61.7,23.03,5.0
292,292,41039,17.2,40363.0,12.3,113.1,15.96,1.0
4431,659,37169,14.1,48748.0,4.2,82.1,41.56,5.0
3253,424,48491,6.6,78531.0,3.4,64.9,3.15,4.0
3513,684,18157,17.6,51385.0,4.1,71.4,9.04,4.0
4328,556,33015,5.1,89049.0,2.9,52.9,27.74,5.0
474,474,12081,14.5,44990.0,11.4,101.6,21.06,1.0
4146,374,17037,14.1,60856.0,4.7,53.4,14.32,5.0
2619,733,45047,22.1,38878.0,6.9,137.4,15.82,3.0
4125,353,13089,15.3,61496.0,4.8,40.6,6.24,5.0
1538,595,37109,14.6,47799.0,9.6,134.0,12.61,2.0
4537,765,42089,9.3,61296.0,5.8,65.3,13.69,5.0
2753,867,4025,15.1,47220.0,5.6,104.5,5.85,3.0
4040,268,6047,23.0,48036.0,9.4,56.6,4.4,5.0
2502,616,37081,17.3,44828.0,6.6,88.9,8.2,3.0
1267,324,2020,9.0,71094.0,5.4,75.3,11.39,2.0
1661,718,50007,10.8,62374.0,3.8,49.1,9.46,2.0
2741,855,1073,18.0,48415.0,5.8,123.4,20.59,3.0
4399,627,37031,13.3,53192.0,4.4,86.6,21.78,5.0
2209,323,6033,24.3,36333.0,8.9,167.6,24.93,3.0
2349,463,21071,31.1,30127.0,10.3,263.1,47.23,3.0
2366,480,23001,15.4,46701.0,5.4,92.0,18.62,3.0
642,642,37045,20.9,38392.0,14.8,154.3,15.29,1.0
3390,561,8041,11.5,63610.0,3.7,67.4,13.08,4.0
1591,648,42011,14.2,52058.0,7.7,65.9,4.84,2.0
3153,324,41047,16.8,51623.0,6.0,73.7,6.05,4.0
1269,326,4003,18.8,43017.0,9.0,87.4,9.84,2.0
2350,464,21081,16.9,46226.0,6.5,127.2,40.2,3.0
2405,519,26161,14.3,62861.0,4.9,55.5,15.41,3.0
708,708,42069,13.6,42081.0,9.0,123.6,10.73,1.0
3159,330,42011,12.6,56167.0,4.9,64.0,5.78,4.0
1125,182,40109,19.2,43101.0,5.3,152.9,11.2,2.0
915,915,13063,25.2,37706.0,13.4,57.4,6.12,1.0
2359,473,21227,18.3,48925.0,5.6,107.4,8.3,3.0
834,834,6029,24.6,44903.0,14.8,66.5,5.05,1.0
2503,617,37085,20.5,45380.0,7.4,93.7,8.68,3.0
37,37,6073,12.5,60103.0,9.4,47.5,8.0,1.0
1310,367,8059,9.3,67401.0,7.4,86.4,8.98,2.0
1151,208,42101,27.9,34433.0,10.7,84.0,2.21,2.0
415,415,6035,16.8,50093.0,14.0,120.1,34.39,1.0
387,387,55059,12.9,52914.0,10.4,76.2,9.06,1.0
2236,350,8013,13.3,71546.0,4.1,53.6,5.74,3.0
1130,187,41005,11.0,58496.0,8.9,94.6,9.21,2.0
270,270,39113,16.2,41611.0,11.6,117.3,8.41,1.0
2021,135,39101,16.3,42862.0,7.9,114.7,25.79,3.0
1044,101,35039,22.7,37101.0,9.3,106.2,34.61,2.0
4152,380,17093,4.8,97039.0,4.3,47.8,10.3,5.0
242,242,37067,16.5,45769.0,9.5,87.9,6.89,1.0
3563,734,24013,5.5,89529.0,3.7,72.4,7.16,4.0
4678,906,54003,11.8,59071.0,3.6,82.6,73.09,5.0
3956,184,53011,9.0,68937.0,6.0,60.3,8.99,5.0
4201,429,20173,14.2,54176.0,4.3,93.1,6.81,5.0
4064,292,8059,7.6,80562.0,2.5,61.6,5.57,5.0
1614,671,45019,18.0,48200.0,7.2,93.9,4.66,2.0
4421,649,37129,15.5,53692.0,4.1,86.0,31.25,5.0
3274,445,51179,5.4,95666.0,4.5,53.5,10.56,4.0
720,720,45019,18.7,46187.0,8.8,86.0,8.57,1.0
3437,608,12105,16.4,46289.0,5.5,72.9,4.8,4.0
3641,812,34001,14.2,55672.0,7.4,74.5,28.78,4.0
1325,382,12005,16.5,45259.0,8.6,124.2,6.4,2.0
673,673,39049,18.8,47621.0,8.9,120.3,13.75,1.0
1291,348,6071,20.4,50603.0,11.4,56.8,2.69,2.0
3830,58,42051,17.5,42056.0,8.1,128.8,51.23,5.0
3085,256,37133,15.3,46144.0,5.9,80.4,7.51,4.0
4693,921,54065,13.0,44448.0,3.9,68.6,73.5,5.0
461,461,12001,25.3,40656.0,8.0,85.3,5.66,1.0
4661,889,51770,19.3,43135.0,4.1,86.2,39.06,5.0
590,590,29095,16.8,44620.0,10.7,89.1,9.34,1.0
3370,541,6073,12.4,70693.0,4.7,39.2,7.6,4.0
3412,583,12015,12.6,44935.0,5.3,79.8,8.41,4.0
3847,75,42115,12.7,47518.0,5.7,51.8,26.92,5.0
350,350,49035,10.7,56954.0,7.1,91.3,9.15,1.0
3648,819,34015,7.8,79332.0,5.1,78.6,3.42,4.0
2138,252,51179,6.4,93014.0,5.7,63.5,8.04,3.0
1685,742,53061,10.3,67068.0,7.5,89.3,14.87,2.0
3424,595,12073,19.0,51041.0,4.5,71.5,5.21,4.0
1531,588,37057,16.5,43824.0,9.7,96.5,9.19,2.0
1817,874,13151,11.6,60087.0,8.4,88.1,4.74,2.0
3778,6,39097,11.8,60039.0,3.9,73.0,29.94,5.0
3119,290,39081,17.8,43306.0,7.4,121.8,19.3,4.0
2652,766,48085,7.0,86634.0,4.5,61.9,3.61,3.0
3779,7,39099,18.7,42839.0,6.4,93.5,32.17,5.0
2584,698,42027,17.9,51573.0,4.3,54.9,6.3,3.0
436,436,6099,19.7,47442.0,16.9,106.9,2.92,1.0
96,96,12113,11.4,53419.0,9.1,131.8,6.69,1.0
485,485,12107,26.7,33300.0,13.4,125.5,21.52,1.0
644,644,37051,18.2,43356.0,10.1,91.5,7.51,1.0
1342,399,12091,13.2,52381.0,6.7,102.7,7.89,2.0
1438,495,25015,13.4,58206.0,5.8,72.8,6.88,2.0
1746,803,6077,19.8,51219.0,12.3,70.2,9.09,2.0
1985,99,37067,20.5,46163.0,7.5,98.0,7.75,3.0
4121,349,13063,16.3,44757.0,5.8,39.4,7.01,5.0
4377,605,36065,16.1,53234.0,5.0,54.1,20.75,5.0
437,437,6107,24.6,42377.0,17.2,89.4,2.49,1.0
174,174,26093,6.6,68514.0,11.9,65.5,7.18,1.0
2825,939,12053,14.3,43103.0,7.0,109.3,7.85,3.0
1420,477,21235,29.8,29089.0,10.7,364.2,42.25,2.0
53,53,8001,13.3,53779.0,8.5,57.6,6.89,1.0
1148,205,42073,16.1,41447.0,8.4,119.0,18.78,2.0
4611,839,48355,16.1,51910.0,5.4,71.6,9.69,5.0
2031,145,39165,7.3,75041.0,6.4,79.4,8.67,3.0
4252,480,24027,5.9,111576.0,3.2,31.5,3.43,5.0
3173,344,42069,15.3,48000.0,5.8,117.3,20.29,4.0
1491,548,34031,15.6,58073.0,11.1,50.5,7.16,2.0
2520,634,38017,11.3,53755.0,2.4,42.7,5.99,3.0
3036,207,36007,17.7,46067.0,6.0,70.7,13.74,4.0
3182,353,42101,25.4,41210.0,7.1,75.8,1.85,4.0
1931,45,34015,9.4,71137.0,9.0,85.5,3.45,3.0
3981,209,54061,18.5,49725.0,4.3,59.1,24.85,5.0
1109,166,39113,18.3,41001.0,9.7,120.2,10.23,2.0
1175,232,47145,17.8,42542.0,9.1,195.6,27.86,2.0
3787,15,39139,15.8,44835.0,5.5,70.2,51.19,5.0
4502,730,40145,10.0,59466.0,4.4,58.9,15.26,5.0
1275,332,5119,18.6,44819.0,6.9,119.1,4.37,2.0
2337,451,19113,9.3,62700.0,4.4,80.4,9.64,3.0
1961,75,36063,13.8,46752.0,8.5,84.7,12.14,3.0
699,699,41039,19.1,40545.0,11.0,117.2,8.53,1.0
536,536,21037,13.0,47341.0,9.1,117.0,18.82,1.0
737,737,47125,15.7,47258.0,8.5,106.3,6.38,1.0
2565,679,40109,17.9,48226.0,4.2,126.5,10.83,3.0
4396,624,37023,16.6,42179.0,4.2,125.3,23.52,5.0
3224,395,47149,11.1,60022.0,4.5,101.5,14.4,4.0
4184,412,18105,21.6,49180.0,3.7,63.9,10.21,5.0
918,918,13117,8.0,85137.0,7.4,64.7,8.8,1.0
910,910,13015,19.1,45072.0,11.5,117.7,12.95,1.0
3597,768,26099,11.0,60175.0,5.2,97.5,28.93,4.0
2560,674,40027,12.6,58205.0,3.7,93.8,9.63,3.0
277,277,40027,11.6,51958.0,5.3,130.1,12.31,1.0
1812,869,13089,19.9,49894.0,8.4,48.9,2.52,2.0
4695,923,54079,10.4,59815.0,4.7,78.2,49.3,5.0
794,794,54011,23.3,36274.0,7.2,194.3,24.92,1.0
312,312,42129,10.4,47312.0,7.8,82.3,12.05,1.0
568,568,26045,11.0,52300.0,9.6,99.6,9.28,1.0
269,269,39099,18.3,39339.0,12.6,123.1,6.67,1.0
1056,113,36067,15.6,53394.0,7.7,54.6,7.07,2.0
776,776,51700,15.1,49228.0,8.3,78.0,6.09,1.0
2343,457,20177,15.0,52795.0,4.8,118.6,6.73,3.0
1785,842,12031,17.1,47876.0,7.5,98.2,9.82,2.0
2249,363,9011,11.1,65813.0,6.8,79.6,16.81,3.0
3219,390,47125,13.4,49603.0,5.8,88.7,11.89,4.0
1477,534,33011,9.5,68150.0,5.8,75.3,11.17,2.0
4187,415,18127,10.4,67525.0,4.1,83.2,19.6,5.0
2738,852,56025,10.4,57427.0,4.0,89.3,17.15,3.0
3505,676,18095,17.5,45853.0,5.0,110.1,15.47,4.0
4478,706,39109,9.0,60800.0,4.2,60.2,39.0,5.0
1234,291,53073,15.6,51315.0,9.0,81.8,9.33,2.0
1846,903,20091,6.1,74135.0,4.3,73.8,6.53,2.0
3415,586,12021,11.4,62397.0,4.7,58.2,12.6,4.0
2218,332,6071,20.4,51951.0,8.0,58.7,2.65,3.0
3284,455,53005,14.2,62698.0,6.7,107.8,11.03,4.0
2860,31,13139,16.9,54578.0,4.9,97.0,5.68,4.0
2088,202,47037,17.8,47239.0,5.9,103.6,14.27,3.0
2680,794,51059,6.7,110507.0,4.2,33.7,4.66,3.0
738,738,47141,21.5,35225.0,9.4,165.2,15.21,1.0
2878,49,17099,12.9,52316.0,6.9,88.4,17.96,4.0
4054,282,6089,17.0,51207.0,5.8,102.1,12.78,5.0
2002,116,39003,16.1,43274.0,7.8,113.8,11.4,3.0
1905,19,29047,10.0,60641.0,6.1,102.5,7.81,3.0
630,630,36071,11.4,65512.0,8.0,67.6,8.32,1.0
4234,462,22079,19.9,42238.0,5.6,133.3,8.36,5.0
4427,655,37157,16.3,46247.0,5.1,120.6,19.79,5.0
548,548,21195,27.3,30302.0,10.4,315.4,38.45,1.0
2885,56,17167,15.3,57591.0,5.2,105.9,17.11,4.0
3143,314,40097,18.5,46373.0,4.3,104.9,26.9,4.0
3235,406,48085,6.6,86823.0,3.6,57.9,3.61,4.0
2146,260,51760,25.4,39249.0,6.8,72.6,11.68,3.0
487,487,12111,17.6,39378.0,13.8,79.7,7.56,1.0
1019,76,29183,6.0,67074.0,6.9,88.8,13.69,2.0
407,407,6007,20.1,41168.0,13.9,169.1,7.27,1.0
874,874,9015,10.6,54911.0,9.9,82.9,8.46,1.0
3825,53,42039,14.4,45388.0,6.0,84.4,25.51,5.0
383,383,54039,14.4,41747.0,6.2,169.0,7.77,1.0
3785,13,39133,13.5,52947.0,5.0,61.0,25.94,5.0
3625,796,29169,14.2,50870.0,5.4,42.5,20.89,4.0
2691,805,51700,16.7,48440.0,6.3,73.5,8.74,3.0
3769,940,39063,10.0,56406.0,3.7,61.5,21.09,4.0
2632,746,47021,12.7,51475.0,5.5,101.0,37.72,3.0
266,266,39061,15.2,46509.0,9.1,102.9,6.23,1.0
221,221,36067,13.7,49886.0,7.6,54.5,6.87,1.0
2554,668,39153,13.4,50453.0,5.9,91.4,19.01,3.0
3026,197,34037,5.6,84431.0,5.5,61.0,11.14,4.0
1533,590,37067,21.2,43049.0,8.9,101.3,8.66,2.0
2325,439,17201,16.9,47708.0,8.2,102.5,19.06,3.0
1714,771,56021,10.9,53999.0,5.8,85.7,10.58,2.0
2864,35,13245,24.3,40821.0,7.4,92.9,13.38,4.0
3899,127,48029,16.3,53170.0,3.7,54.6,5.86,5.0
2275,389,12099,14.9,52225.0,5.9,63.3,4.79,3.0
655,655,37119,15.6,52363.0,10.7,66.6,4.57,1.0
1981,95,37049,16.6,45022.0,8.7,161.0,12.44,3.0
4392,620,37001,14.4,47914.0,4.2,74.3,20.94,5.0
3206,377,47001,19.7,44488.0,5.8,167.9,25.08,4.0
2956,127,25021,7.1,93187.0,4.2,48.1,20.11,4.0
2845,16,12127,16.3,42334.0,5.9,81.1,16.41,4.0
3218,389,47119,13.2,50868.0,5.1,146.1,11.4,4.0
3285,456,53011,10.6,64282.0,6.5,63.7,8.05,4.0
3608,779,27123,13.9,60287.0,3.6,42.0,6.29,4.0
1567,624,39141,19.6,43285.0,8.4,137.3,14.21,2.0
3191,362,45003,18.1,48012.0,5.9,92.7,17.49,4.0
4294,522,27053,10.5,74568.0,3.0,33.5,11.74,5.0
3208,379,47011,18.1,43772.0,5.2,141.3,9.61,4.0
4352,580,35015,16.9,52932.0,5.0,76.9,21.05,5.0
1018,75,29161,18.1,39880.0,8.4,181.8,24.43,2.0
2898,69,18105,23.5,45341.0,4.9,76.0,6.91,4.0
648,648,37071,19.9,40332.0,13.5,143.8,16.98,1.0
2370,484,23031,11.2,55482.0,5.1,79.8,15.94,3.0
4007,235,1003,10.1,56607.0,4.1,106.7,9.88,5.0
1622,679,47009,14.5,46100.0,7.1,125.0,14.5,2.0
3834,62,42071,10.7,61347.0,4.1,54.6,7.99,5.0
3691,862,36087,14.4,84358.0,4.2,34.6,9.79,4.0
498,498,13089,19.4,47068.0,10.8,51.0,2.6,1.0
245,245,37089,12.4,44408.0,8.8,98.9,10.4,1.0
1117,174,39157,14.5,41857.0,9.3,93.7,11.89,2.0
3137,308,39153,14.4,51434.0,5.0,86.1,24.36,4.0
597,597,31055,14.7,50270.0,5.1,72.0,5.8,1.0
2157,271,53061,11.2,67443.0,5.8,86.6,12.2,3.0
4134,362,13215,22.6,42610.0,5.9,86.5,6.18,5.0
3878,106,47037,15.1,54666.0,3.6,85.2,25.57,5.0
4244,472,24001,17.0,42564.0,5.9,109.9,13.96,5.0
3890,118,47149,10.3,61232.0,3.7,94.8,14.27,5.0
492,492,13015,14.5,43825.0,12.2,115.2,10.98,1.0
934,934,17111,8.0,70682.0,9.9,70.0,6.15,1.0
3021,192,34025,7.5,86722.0,5.2,59.3,14.95,4.0
1938,52,34031,16.6,57426.0,10.0,49.3,9.49,3.0
2975,146,26125,9.3,70150.0,4.7,77.0,2.98,4.0
4247,475,24013,5.0,92890.0,3.5,64.5,12.52,5.0
1493,550,34037,6.2,85036.0,9.0,67.0,9.5,2.0
2161,275,54003,13.2,54010.0,5.6,117.3,34.96,3.0
2910,81,20177,14.2,51316.0,4.2,112.5,8.95,4.0
3282,453,51770,21.3,39587.0,4.9,108.3,21.02,4.0
978,35,23011,12.8,44441.0,7.5,122.4,9.02,2.0
2687,801,51161,8.2,61935.0,4.6,98.6,15.99,3.0
1332,389,12031,18.0,43835.0,8.7,99.0,12.39,2.0
3731,902,37135,12.8,65299.0,4.2,42.1,7.05,4.0
4457,685,39047,15.6,46067.0,4.2,85.6,90.43,5.0
4109,337,12105,16.1,48328.0,4.8,68.0,6.26,5.0
4366,594,36023,15.7,52038.0,5.8,58.2,25.11,5.0
4523,751,42043,12.1,61229.0,4.5,52.3,9.79,5.0
2946,117,24043,12.0,55270.0,5.6,116.6,6.69,4.0
1954,68,36027,9.5,69300.0,6.7,62.4,18.19,3.0
2418,532,29071,11.8,51978.0,6.5,115.2,18.61,3.0
4336,564,34013,15.7,60284.0,5.7,33.0,30.56,5.0
838,838,6039,23.6,44795.0,16.2,61.4,11.77,1.0
3537,708,21113,15.9,55047.0,4.0,91.4,30.56,4.0
3903,131,48121,8.2,80841.0,3.4,59.2,4.22,5.0
3393,564,8077,15.0,49825.0,5.2,78.6,11.33,4.0
778,778,51810,8.0,63354.0,6.5,68.8,2.74,1.0
1906,20,29071,10.8,51138.0,7.2,106.3,13.75,3.0
1338,395,12081,15.5,46999.0,8.1,89.0,11.38,2.0
1797,854,12099,15.0,51768.0,7.1,63.9,5.83,2.0
3126,297,39101,18.2,43529.0,5.1,109.2,32.13,4.0
2919,90,21113,18.3,49839.0,4.2,96.8,25.02,4.0
2299,413,13139,16.8,52238.0,5.9,98.9,5.24,3.0
2648,762,47187,5.6,97936.0,4.5,62.2,6.82,3.0
3572,743,24510,21.8,46604.0,6.6,54.6,16.76,4.0
4413,641,37089,10.7,51314.0,3.8,72.5,20.74,5.0
