,Unnamed: 0,FIPS,Poverty Rate,Income,Unemployment Rate,Prescription Rate,Death Rate,Strata
1,1,1073,16.5,43312.0,10.8,134.3,9.11,1.0
1720,777,4013,17.6,52066.0,6.6,78.5,5.11,2.0
1964,78,36069,10.0,57846.0,6.3,57.0,9.17,3.0
2009,123,39041,5.6,89016.0,5.3,66.4,7.03,3.0
3616,787,28059,17.6,53288.0,6.6,103.1,9.91,4.0
247,247,37101,17.4,49501.0,9.9,73.7,7.21,1.0
3884,112,47093,14.8,52174.0,4.0,97.6,31.79,5.0
465,465,12017,17.2,36174.0,13.7,115.0,10.62,1.0
3728,899,37127,16.5,47403.0,6.6,92.3,21.28,4.0
2513,627,37159,18.0,44973.0,7.1,96.4,15.87,3.0
277,277,40027,11.6,51958.0,5.3,130.1,12.31,1.0
3753,924,39023,15.7,47410.0,5.2,104.5,48.22,4.0
1596,653,42049,15.9,45935.0,7.8,101.2,7.48,2.0
1427,484,24003,6.3,87083.0,6.0,81.9,2.18,2.0
3830,58,42051,17.5,42056.0,8.1,128.8,51.23,5.0
4551,779,44005,9.0,77186.0,3.9,50.4,27.56,5.0
1606,663,42125,10.8,53545.0,7.2,89.5,11.5,2.0
3319,490,55059,12.7,56414.0,5.1,71.3,18.4,4.0
2584,698,42027,17.9,51573.0,4.3,54.9,6.3,3.0
4603,831,48135,13.5,54422.0,4.1,68.7,7.0,5.0
3618,789,29019,16.6,52824.0,3.3,46.5,6.8,4.0
2274,388,12097,19.3,42945.0,6.7,60.1,10.32,3.0
1237,294,54005,19.6,38357.0,8.1,205.1,98.18,2.0
433,433,6089,18.2,41058.0,16.8,164.0,13.54,1.0
1942,56,35001,18.7,48053.0,6.5,74.0,15.43,3.0
758,758,48451,19.2,39004.0,6.6,108.5,9.07,1.0
2481,595,36085,14.5,70299.0,7.4,49.1,15.0,3.0
1349,406,12109,9.5,62112.0,6.5,69.1,5.94,2.0
3338,509,1117,7.9,74212.0,4.3,100.7,13.29,4.0
4271,499,26025,19.1,46113.0,4.9,101.4,31.31,5.0
720,720,45019,18.7,46187.0,8.8,86.0,8.57,1.0
3696,867,36109,18.5,55778.0,4.2,52.6,16.21,4.0
3655,826,34029,11.0,62276.0,5.2,66.5,28.86,4.0
874,874,9015,10.6,54911.0,9.9,82.9,8.46,1.0
3410,581,12009,14.7,51214.0,5.1,92.1,8.98,4.0
3594,765,26081,12.1,59649.0,3.5,75.5,9.65,4.0
178,178,26125,9.7,62626.0,13.0,78.5,1.17,1.0
53,53,8001,13.3,53779.0,8.5,57.6,6.89,1.0
54,54,8005,12.3,56099.0,7.3,62.4,5.33,1.0
651,651,37087,14.6,39987.0,10.3,103.2,20.33,1.0
4369,597,36037,10.8,55522.0,4.8,49.6,18.98,5.0
964,21,21051,42.4,22289.0,15.0,286.1,105.89,2.0
3682,853,36063,12.6,50328.0,5.8,76.2,20.31,4.0
26,26,6029,22.2,46938.0,14.1,65.0,6.63,1.0
3790,18,39145,22.1,39245.0,7.7,105.5,27.6,5.0
1744,801,6073,15.3,61365.0,7.8,47.8,8.0,2.0
1537,594,37097,14.4,49666.0,9.9,122.1,9.22,2.0
1632,689,47145,16.6,41499.0,8.6,208.9,26.18,2.0
1477,534,33011,9.5,68150.0,5.8,75.3,11.17,2.0
2995,166,29183,6.3,74009.0,3.9,78.5,14.78,4.0
1921,35,33011,9.3,67162.0,5.4,72.0,11.88,3.0
4371,599,36047,19.8,56548.0,4.7,20.4,10.95,5.0
1961,75,36063,13.8,46752.0,8.5,84.7,12.14,3.0
2547,661,39113,19.7,42994.0,6.2,111.8,28.89,3.0
2517,631,37183,11.5,66950.0,4.9,61.3,5.41,3.0
987,44,25009,11.5,64303.0,7.6,66.0,7.48,2.0
177,177,26121,18.6,38916.0,14.9,142.1,12.73,1.0
3673,844,36027,9.2,73680.0,4.2,55.6,16.98,4.0
1642,699,48121,8.8,71338.0,5.7,75.7,2.97,2.0
1840,897,18097,21.3,41478.0,8.5,95.7,6.46,2.0
2284,398,12127,17.7,40881.0,6.8,86.9,10.84,3.0
3254,425,49011,6.9,72268.0,3.4,68.7,9.23,4.0
528,528,19113,9.9,54806.0,6.0,66.2,6.15,1.0
734,734,47065,15.6,44132.0,8.3,168.2,8.32,1.0
1488,545,34025,7.3,81190.0,8.7,66.9,9.69,2.0
3300,471,54029,13.7,42009.0,7.8,139.5,40.25,4.0
873,873,9011,9.0,63561.0,8.9,79.8,8.04,1.0
2564,678,40101,22.2,41015.0,5.7,127.7,24.3,3.0
3019,190,34021,11.2,72172.0,5.0,59.1,11.85,4.0
3203,374,45083,15.0,45768.0,5.7,116.0,13.12,4.0
1180,237,48029,17.9,46589.0,7.2,68.7,9.45,2.0
2111,225,48245,22.7,42099.0,10.9,99.8,5.94,3.0
1466,523,29095,18.7,44634.0,7.8,95.2,7.09,2.0
883,883,12021,16.2,51039.0,10.1,75.2,11.89,1.0
1114,171,39151,16.3,42190.0,9.3,117.1,9.33,2.0
1861,918,22103,11.0,61655.0,5.7,127.3,21.46,2.0
4654,882,51650,15.5,52894.0,5.0,60.9,11.88,5.0
128,128,18035,20.7,35935.0,10.7,139.1,13.62,1.0
3282,453,51770,21.3,39587.0,4.9,108.3,21.02,4.0
1629,686,47099,19.9,36536.0,9.5,186.1,30.89,2.0
2897,68,18097,20.6,41407.0,5.1,77.7,9.58,4.0
953,10,18167,19.2,39173.0,10.3,158.7,9.24,2.0
2381,495,25009,10.7,70074.0,6.0,59.2,21.84,3.0
4055,283,6097,9.3,79511.0,3.4,46.0,5.95,5.0
4075,303,9013,7.4,75571.0,4.0,41.3,26.41,5.0
2853,24,13077,10.9,67268.0,5.3,81.2,7.22,4.0
2855,26,13097,14.1,58443.0,6.3,97.0,9.95,4.0
659,659,37151,18.1,39648.0,12.0,82.0,9.88,1.0
4676,904,53073,13.0,61026.0,5.0,63.1,6.32,5.0
28,28,6037,16.0,54375.0,11.6,41.2,2.78,1.0
62,62,9001,8.2,78892.0,7.5,53.9,4.94,1.0
2981,152,27037,7.1,77576.0,3.3,54.0,5.55,4.0
4350,578,35001,14.6,51091.0,5.2,59.6,17.44,5.0
4210,438,21067,16.5,56192.0,3.7,55.6,34.17,5.0
1721,778,4015,21.3,38560.0,10.3,140.5,22.66,2.0
2651,765,48039,9.9,73788.0,5.1,71.1,4.14,3.0
3325,496,55111,11.7,52025.0,4.1,73.8,17.28,4.0
2352,466,21111,16.8,48264.0,6.0,95.5,12.1,3.0
2944,115,24031,7.5,98314.0,3.9,37.6,1.92,4.0
3435,606,12101,13.3,46326.0,5.1,86.6,13.08,4.0
1478,535,33015,6.3,76285.0,5.8,77.0,11.08,2.0
2252,366,10001,14.1,54271.0,6.4,94.4,18.02,3.0
2702,816,53053,13.1,60397.0,7.0,72.9,9.98,3.0
766,766,50007,11.8,56016.0,4.8,50.7,7.03,1.0
34,34,6065,13.9,55151.0,13.1,56.4,5.82,1.0
4606,834,48167,12.0,69674.0,5.3,70.5,8.36,5.0
2768,882,6039,22.6,46593.0,10.5,52.6,6.45,3.0
788,788,53063,14.7,46881.0,10.1,102.6,8.06,1.0
3880,108,47059,17.0,40855.0,5.4,124.3,18.95,5.0
2404,518,26147,13.8,50303.0,9.6,117.5,15.62,3.0
299,299,42011,12.1,53239.0,8.7,61.1,2.44,1.0
2457,571,35025,16.6,58994.0,4.4,79.4,14.29,3.0
1892,6,26115,12.5,55745.0,7.4,111.7,18.62,3.0
3861,89,45035,9.5,58167.0,4.6,101.0,9.75,5.0
2192,306,2020,10.0,75200.0,5.2,68.0,10.3,3.0
1695,752,54039,14.4,45813.0,6.6,160.5,25.5,2.0
2254,368,10005,13.9,53316.0,5.8,113.8,12.33,3.0
1694,751,54033,20.2,41221.0,6.5,153.9,14.46,2.0
3670,841,36011,12.5,53437.0,5.1,49.3,20.55,4.0
3095,266,37169,15.3,42889.0,5.4,85.4,25.89,4.0
4178,406,18075,14.3,46740.0,3.5,79.1,52.52,5.0
3424,595,12073,19.0,51041.0,4.5,71.5,5.21,4.0
168,168,25027,9.4,62885.0,8.9,79.0,7.42,1.0
1992,106,37119,15.5,54657.0,7.5,65.7,4.64,3.0
576,576,26125,10.3,60392.0,11.8,83.1,1.0,1.0
1256,313,55101,13.2,52900.0,9.0,90.6,7.17,2.0
1752,809,6089,19.7,41236.0,11.8,160.2,11.73,2.0
3634,805,33003,10.5,56836.0,3.0,75.1,31.72,4.0
733,733,47063,20.6,38711.0,11.6,281.9,25.58,1.0
2397,511,26081,15.3,53342.0,5.0,87.4,7.47,3.0
976,33,22103,11.8,57694.0,6.3,138.4,17.32,2.0
2595,709,42075,10.9,53861.0,5.0,66.2,7.33,3.0
2615,729,45019,16.8,52752.0,5.2,91.0,8.4,3.0
1228,285,53041,14.9,42072.0,12.8,130.4,18.45,2.0
1284,341,6037,19.1,52929.0,10.9,41.8,2.34,2.0
626,626,36059,6.2,90294.0,7.1,51.4,5.3,1.0
4169,397,18019,10.6,52746.0,3.5,90.9,23.08,5.0
2120,234,49011,8.2,70456.0,4.3,75.9,6.21,3.0
4661,889,51770,19.3,43135.0,4.1,86.2,39.06,5.0
756,756,48355,20.0,41899.0,8.1,92.6,11.46,1.0
3262,433,51013,7.1,104354.0,2.8,26.1,6.98,4.0
1848,905,20173,16.0,48671.0,6.1,114.9,5.14,2.0
1832,889,17163,18.3,48343.0,9.8,82.5,8.62,2.0
281,281,40109,17.3,41279.0,6.1,144.5,9.84,1.0
101,101,13051,16.3,42431.0,8.6,100.6,4.2,1.0
2700,814,53033,11.3,75738.0,4.7,55.5,10.38,3.0
2031,145,39165,7.3,75041.0,6.4,79.4,8.67,3.0
3869,97,45079,16.4,51973.0,4.8,64.9,8.3,5.0
361,361,51550,7.3,63532.0,6.4,85.0,7.27,1.0
2785,899,6089,19.0,45943.0,7.8,132.5,9.47,3.0
1048,105,36005,30.3,32137.0,11.9,38.2,6.54,2.0
2098,212,47165,11.0,56077.0,6.2,102.3,6.51,3.0
1250,307,54081,17.0,38156.0,7.2,196.4,61.93,2.0
1638,695,48029,19.1,49651.0,6.3,71.0,6.27,2.0
4618,846,49011,5.4,80433.0,3.1,62.5,9.21,5.0
694,694,40143,15.8,44231.0,7.0,140.2,18.06,1.0
2815,929,12001,21.1,47023.0,4.6,69.3,3.85,3.0
3233,404,48027,15.9,48894.0,4.6,58.6,3.88,4.0
2217,331,6067,18.1,55803.0,7.3,60.1,3.71,3.0
1178,235,47187,6.2,90207.0,5.9,70.8,6.89,2.0
2585,699,42029,7.3,85613.0,4.2,57.3,2.15,3.0
405,405,5119,17.1,44733.0,7.3,122.8,6.79,1.0
3707,878,37045,20.6,38654.0,5.5,128.0,10.29,4.0
813,813,1003,13.4,50144.0,9.0,150.0,5.89,1.0
2773,887,6061,8.6,76203.0,5.1,66.5,4.26,3.0
3850,78,42129,9.8,56544.0,5.8,74.1,8.72,5.0
3995,223,55063,13.3,55151.0,3.6,63.0,15.24,5.0
268,268,39095,18.7,40161.0,12.4,111.0,4.74,1.0
4439,667,38017,8.6,64428.0,2.1,24.5,5.62,5.0
1208,265,51087,10.8,58110.0,6.7,86.7,8.05,2.0
2843,14,12115,9.7,55882.0,5.1,80.3,19.97,4.0
2783,897,6085,8.3,102191.0,4.1,26.1,3.08,3.0
4162,390,17179,9.1,61086.0,5.4,81.8,21.72,5.0
318,318,45045,15.3,45917.0,9.8,117.8,9.4,1.0
3194,365,45019,14.9,56244.0,4.9,84.8,11.3,4.0
2842,13,12113,12.3,59289.0,4.8,99.1,11.97,4.0
515,515,17113,11.7,59719.0,7.1,66.4,7.67,1.0
214,214,36027,8.9,68891.0,7.7,65.5,6.4,1.0
3332,503,1003,11.7,56460.0,5.3,123.8,8.63,4.0
3585,756,26005,9.0,58311.0,3.9,52.9,9.52,4.0
2434,548,33013,9.5,62429.0,3.8,90.4,24.46,3.0
1593,650,42019,9.6,57346.0,6.4,82.3,11.35,2.0
2250,364,9013,7.5,78653.0,5.8,54.5,16.52,3.0
829,829,6001,13.2,67295.0,10.1,43.2,2.88,1.0
3940,168,51177,7.4,81065.0,4.1,66.4,21.97,5.0
163,163,25015,11.3,56263.0,6.4,71.1,6.33,1.0
3115,286,39055,6.7,76315.0,4.2,58.8,14.88,4.0
2115,229,48423,16.8,47711.0,6.5,112.9,5.09,3.0
1412,469,21081,17.1,46103.0,9.0,159.6,49.01,2.0
4011,239,1073,16.7,50731.0,4.3,104.2,24.42,5.0
2196,310,4015,20.8,37704.0,8.7,142.2,21.64,3.0
632,632,36085,12.1,69163.0,9.4,61.4,10.03,1.0
981,38,24005,9.6,62309.0,7.7,86.7,2.72,2.0
4002,230,55117,7.1,55594.0,3.4,67.0,13.0,5.0
374,374,53035,8.4,60673.0,7.8,80.9,8.84,1.0
735,735,47093,12.9,44074.0,7.4,166.1,14.58,1.0
2291,405,13067,13.0,66970.0,5.9,65.0,6.29,3.0
2410,524,27109,9.8,69430.0,3.4,36.5,7.32,3.0
942,942,17201,19.1,44353.0,11.9,110.4,7.14,1.0
3040,211,36027,10.4,71348.0,4.5,58.0,18.6,4.0
2845,16,12127,16.3,42334.0,5.9,81.1,16.41,4.0
2846,17,13015,13.6,50900.0,5.9,104.6,13.63,4.0
2270,384,12083,17.8,39860.0,7.3,89.6,5.6,3.0
4112,340,12113,10.2,65434.0,3.9,86.6,9.75,5.0
4327,555,33013,7.3,70408.0,2.4,60.0,22.12,5.0
2306,420,15003,9.8,73985.0,4.1,38.0,3.43,3.0
4175,403,18063,5.1,75647.0,2.9,65.0,6.11,5.0
1008,65,27037,7.0,70064.0,6.1,62.6,6.22,2.0
2166,280,54033,16.1,42197.0,5.6,144.8,23.2,3.0
897,897,12095,18.5,44635.0,9.8,62.7,9.92,1.0
1968,82,36081,15.4,56307.0,7.7,26.9,5.53,3.0
2967,138,26077,16.0,52252.0,4.4,78.4,6.53,4.0
4146,374,17037,14.1,60856.0,4.7,53.4,14.32,5.0
1499,556,35045,20.3,45901.0,7.1,69.6,10.11,2.0
4315,543,29510,21.4,40876.0,4.4,47.9,61.56,5.0
1796,853,12097,20.7,41592.0,7.9,68.5,8.04,2.0
855,855,6097,12.2,60792.0,10.2,69.8,4.71,1.0
27,27,6033,22.1,36895.0,15.0,166.0,20.18,1.0
2764,878,6025,24.3,39925.0,24.5,53.7,11.1,3.0
904,904,12109,9.4,63299.0,7.7,73.7,9.7,1.0
2105,219,48113,19.5,47902.0,6.6,63.3,4.92,3.0
1740,797,6061,8.3,73643.0,7.7,76.3,3.54,2.0
2177,291,54109,24.3,34525.0,9.2,220.6,56.48,3.0
4217,445,21113,14.7,57015.0,3.8,78.9,54.33,5.0
3554,725,23011,14.1,51013.0,3.6,101.7,23.22,4.0
2319,433,17143,16.7,52448.0,7.6,87.6,10.14,3.0
4708,936,55087,7.1,65945.0,3.0,50.3,9.14,5.0
740,740,47149,14.4,51815.0,8.9,111.8,9.14,1.0
2581,695,42017,6.6,77823.0,5.2,75.3,3.35,3.0
360,360,51185,15.9,36143.0,7.5,191.3,22.19,1.0
1128,185,40131,10.1,54974.0,5.7,144.4,11.4,2.0
1101,158,39061,18.5,46125.0,8.9,104.1,15.87,2.0
4324,552,33007,11.7,43836.0,3.5,58.0,34.77,5.0
859,859,8001,16.1,52429.0,9.9,60.0,12.18,1.0
4487,715,39145,21.4,41843.0,7.0,90.5,40.83,5.0
2373,487,24015,10.6,62198.0,6.6,83.8,12.7,3.0
1636,693,47189,10.1,57676.0,6.4,114.4,10.93,2.0
3803,31,40079,21.6,37005.0,6.9,89.4,22.06,5.0
393,393,1073,18.6,41740.0,10.3,138.0,6.23,1.0
4349,577,34041,7.4,79633.0,4.2,58.3,34.64,5.0
3126,297,39101,18.2,43529.0,5.1,109.2,32.13,4.0
2219,333,6073,14.7,66034.0,6.4,46.7,7.32,3.0
2260,374,12017,20.1,36383.0,8.6,107.2,8.61,3.0
4211,439,21071,32.2,32841.0,8.4,215.9,27.57,5.0
3159,330,42011,12.6,56167.0,4.9,64.0,5.78,4.0
2548,662,39133,14.2,52047.0,5.9,67.9,18.53,3.0
3959,187,53033,9.3,85907.0,3.9,47.4,9.77,5.0
4504,732,41017,9.7,65506.0,4.2,74.7,6.42,5.0
4667,895,53029,9.2,63529.0,5.2,39.1,14.43,5.0
3937,165,51137,9.2,64656.0,4.1,91.0,36.59,5.0
1730,787,6023,21.5,40882.0,8.1,128.1,14.87,2.0
4179,407,18085,10.4,62666.0,2.7,64.2,20.2,5.0
675,675,39085,9.6,52854.0,7.9,88.8,14.78,1.0
2024,138,39133,16.9,52576.0,7.7,70.4,7.93,3.0
1140,197,42007,12.3,48140.0,7.8,87.6,12.91,2.0
1581,638,41019,21.3,39399.0,11.9,127.4,9.33,2.0
2272,386,12091,12.4,55952.0,5.2,92.1,9.16,3.0
779,779,53007,14.2,45561.0,8.9,120.7,13.8,1.0
366,366,51810,6.8,59174.0,6.0,67.2,5.52,1.0
2630,744,47011,17.5,43065.0,6.1,148.9,16.51,3.0
1086,143,37155,30.9,30931.0,14.2,118.9,9.59,2.0
3493,664,17197,7.2,81640.0,6.0,53.9,14.65,4.0
13,13,4025,14.2,40837.0,10.5,104.3,11.37,1.0
4471,699,39091,11.1,54782.0,4.1,72.1,33.09,5.0
296,296,41067,10.0,61022.0,9.5,75.1,5.91,1.0
916,916,13067,13.2,57995.0,8.8,75.3,2.01,1.0
3966,194,53073,15.2,56636.0,5.8,71.2,4.61,5.0
1621,678,47001,18.5,41038.0,7.9,202.1,14.59,2.0
2310,424,17031,17.1,55058.0,7.5,45.2,9.02,3.0
1154,211,42133,10.8,55521.0,7.5,72.3,3.43,2.0
1843,900,19113,9.7,56503.0,5.0,81.4,7.4,2.0
2213,327,6047,24.8,43818.0,12.8,74.0,4.51,3.0
388,388,55079,20.6,42012.0,9.4,94.3,13.58,1.0
2171,285,54055,26.7,34320.0,7.7,169.0,33.88,3.0
2910,81,20177,14.2,51316.0,4.2,112.5,8.95,4.0
4289,517,26159,12.8,52114.0,5.6,94.1,23.89,5.0
670,670,39035,18.2,41407.0,8.5,79.1,10.47,1.0
1528,585,37035,18.5,42080.0,10.1,152.8,9.72,2.0
478,478,12091,12.4,51173.0,8.4,127.5,6.64,1.0
2608,722,44003,9.3,61923.0,7.2,87.8,17.56,3.0
3311,482,54081,19.9,38564.0,7.4,144.6,59.35,4.0
2431,545,33007,14.9,42491.0,5.7,93.9,34.75,3.0
2734,848,55127,13.7,52852.0,5.5,72.4,13.52,3.0
1615,672,45035,11.4,53924.0,7.8,105.9,9.82,2.0
1222,279,53007,15.9,48458.0,8.4,110.1,16.33,2.0
4600,828,48085,5.9,95394.0,3.5,50.9,3.4,5.0
2881,52,17115,18.2,48302.0,7.0,102.1,10.25,4.0
3215,386,47065,15.2,48943.0,5.3,130.8,11.01,4.0
520,520,18035,24.2,36362.0,11.6,144.5,10.2,1.0
3668,839,36005,28.6,37355.0,7.1,30.7,17.59,4.0
4143,371,17007,8.8,69413.0,6.8,46.4,22.42,5.0
136,136,19153,10.9,54948.0,6.1,88.9,9.4,1.0
3665,836,35045,17.4,50847.0,8.7,67.9,9.56,4.0
1935,49,34025,7.8,83424.0,7.5,63.5,10.01,3.0
1521,578,36105,18.2,46102.0,9.1,106.8,14.32,2.0
326,326,47065,18.1,43214.0,9.0,162.7,3.01,1.0
3432,603,12095,16.3,51312.0,4.3,45.2,12.63,4.0
431,431,6085,10.6,84627.0,10.4,32.2,2.25,1.0
1392,449,18089,19.6,48015.0,9.1,95.6,4.05,2.0
309,309,42091,5.5,74819.0,6.8,68.9,7.67,1.0
2789,903,6107,27.2,42637.0,11.6,68.8,2.61,3.0
1472,529,31055,15.1,51189.0,4.5,79.5,6.4,2.0
1746,803,6077,19.8,51219.0,12.3,70.2,9.09,2.0
656,656,37129,18.1,46129.0,9.7,122.0,11.84,1.0
275,275,40019,16.9,37352.0,5.5,185.9,21.09,1.0
1555,612,39035,18.8,41954.0,6.8,76.2,15.02,2.0
879,879,12001,23.5,39825.0,7.6,82.7,5.21,1.0
2506,620,37101,15.3,50055.0,5.7,74.8,6.06,3.0
2412,526,27137,17.0,49714.0,5.1,80.6,12.94,3.0
555,555,23011,11.7,44725.0,7.6,120.1,9.82,1.0
3149,320,41019,19.5,41696.0,7.5,108.7,9.29,4.0
1111,168,39139,17.2,40424.0,10.6,106.5,12.14,2.0
4103,331,12091,10.9,60798.0,3.5,77.7,13.8,5.0
2425,539,29510,28.8,35681.0,7.6,60.8,32.13,3.0
1755,812,6099,21.8,47808.0,12.9,106.2,3.43,2.0
3151,322,41039,19.0,47254.0,5.8,113.5,9.37,4.0
1148,205,42073,16.1,41447.0,8.4,119.0,18.78,2.0
1474,531,32023,16.6,41426.0,14.5,138.2,32.59,2.0
4430,658,37167,12.4,49871.0,4.1,100.7,17.89,5.0
562,562,25015,12.5,57558.0,7.0,72.1,6.96,1.0
865,865,8059,9.0,64412.0,8.0,85.1,8.71,1.0
1889,3,26081,14.8,51997.0,6.2,88.2,8.53,3.0
654,654,37101,16.1,46922.0,9.9,72.8,11.84,1.0
3860,88,45019,15.0,56564.0,4.1,76.0,14.12,5.0
1467,524,29099,11.0,53013.0,7.2,90.5,21.34,2.0
2232,346,6111,11.5,74967.0,6.6,60.2,7.56,3.0
723,723,45059,19.5,36345.0,12.3,84.1,15.03,1.0
3399,570,9007,7.9,80190.0,4.4,63.3,27.55,4.0
4604,832,48141,21.0,44120.0,4.6,34.7,5.95,5.0
1292,349,6073,15.1,60235.0,9.1,49.1,8.31,2.0
3961,189,53053,12.1,64312.0,6.0,65.2,11.03,5.0
2677,791,50007,11.0,61908.0,3.0,43.6,8.72,3.0
3627,798,29189,9.2,62756.0,4.2,69.0,23.23,4.0
3793,21,39153,13.7,52226.0,5.1,76.6,49.23,5.0
1130,187,41005,11.0,58496.0,8.9,94.6,9.21,2.0
3663,834,35039,22.5,37174.0,7.4,83.0,72.43,4.0
2127,241,50021,13.5,45757.0,5.3,91.2,16.5,3.0
636,636,37019,16.5,44186.0,12.5,121.7,17.69,1.0
2212,326,6045,18.8,42840.0,7.0,127.2,17.07,3.0
1157,214,44009,9.3,68539.0,10.1,82.9,11.06,2.0
3505,676,18095,17.5,45853.0,5.0,110.1,15.47,4.0
853,853,6089,19.4,41796.0,15.9,157.4,9.56,1.0
4267,495,25023,7.3,86026.0,4.0,45.6,36.69,5.0
4245,473,24003,6.1,96133.0,3.6,61.4,10.82,5.0
1490,547,34029,11.0,59022.0,10.6,81.9,5.69,2.0
986,43,25005,11.9,53307.0,9.4,91.4,14.57,2.0
3107,278,39027,13.6,47055.0,6.2,109.1,47.71,4.0
660,660,37157,18.5,38063.0,13.2,149.0,13.88,1.0
483,483,12103,14.2,42628.0,10.8,106.2,9.82,1.0
4412,640,37087,14.5,47872.0,4.0,92.6,26.19,5.0
815,815,1089,13.8,55298.0,8.3,132.9,4.7,1.0
2514,628,37163,29.0,33876.0,6.5,95.4,23.42,3.0
3211,382,47021,10.6,56447.0,4.8,91.2,37.74,4.0
4309,537,29095,13.8,52585.0,4.4,68.6,7.87,5.0
1191,248,48339,13.7,61996.0,7.1,82.6,4.03,2.0
3396,567,9001,8.6,89954.0,4.9,43.4,15.78,4.0
732,732,47037,20.0,43825.0,8.2,114.4,10.21,1.0
4067,295,8101,18.2,44060.0,4.1,97.7,18.62,5.0
4042,270,6061,7.8,81366.0,3.9,56.5,4.66,5.0
4456,684,39045,9.0,67276.0,4.3,62.5,25.2,5.0
3607,778,27053,10.9,71184.0,3.3,38.6,11.44,4.0
3073,244,37063,17.1,53875.0,5.0,54.4,6.31,4.0
796,796,54033,17.3,40441.0,7.6,155.3,21.71,1.0
3499,670,18035,21.6,41404.0,5.1,99.4,10.38,4.0
4657,885,51710,20.9,48218.0,4.6,53.9,20.84,5.0
3481,652,17093,4.6,91952.0,5.1,52.1,16.04,4.0
594,594,29189,10.5,55290.0,8.9,81.6,11.11,1.0
4239,467,23011,12.4,52265.0,3.3,83.9,40.22,5.0
4160,388,17163,16.0,51937.0,5.1,69.0,8.0,5.0
2150,264,53009,17.5,46531.0,9.6,142.1,17.98,3.0
1423,480,22071,28.8,33948.0,7.9,73.8,4.06,2.0
1563,620,39099,19.0,39982.0,8.3,119.9,17.86,2.0
534,534,21015,9.2,64005.0,8.9,136.3,13.47,1.0
1381,438,17113,14.8,62129.0,6.4,67.9,11.61,2.0
1743,800,6071,19.2,52112.0,9.8,57.6,2.68,2.0
3066,237,37027,16.2,39636.0,6.2,140.7,27.06,4.0
2556,670,39165,5.8,72973.0,5.0,76.4,12.63,3.0
841,841,6061,8.5,69581.0,10.8,74.0,3.08,1.0
443,443,8031,21.3,45415.0,9.1,49.6,12.66,1.0
963,20,21037,13.1,53501.0,8.3,117.9,23.09,2.0
